0.06375,68.5
0.065,67.5
0.06625,69.9
0.0675,68.2
0.06875,70.7
0.07,74.7
0.07125,72.2
0.0725,68.7
0.07375,71.0
0.075,69.2
0.07625,67.7
0.0775,69.4
0.07875,69.4
0.08,70.9
0.08125,68.3
0.0825,67.6
0.08375,66.5
0.085,68.0
0.08625,67.9
0.0875,66.5
0.08875,69.0
0.09,70.3
0.09125,67.1
0.0925,67.9
0.09375,68.5
0.095,66.6
0.09625,70.2
0.0975,70.5
0.09875,69.9
0.1,69.0
0.10125,69.4
0.1025,68.0
0.10375,68.0
0.105,71.2
0.10625,69.6
0.1075,68.8
0.10875,74.2
0.11,70.3
0.11125,67.7
0.1125,70.5
0.11375,68.8
0.115,69.6
0.11625,72.1
0.1175,70.4
0.11875,68.5
0.12,70.0
0.12125,66.8
0.1225,67.9
0.12375,71.9
0.125,69.8
