0.06375,303.2
0.065,295.7
0.06625,306.0
0.0675,301.3
0.06875,305.1
0.07,304.0
0.07125,300.6
0.0725,305.1
0.07375,303.5
0.075,305.3
0.07625,305.0
0.0775,296.8
0.07875,300.7
0.08,304.2
0.08125,303.4
0.0825,305.3
0.08375,303.1
0.085,307.8
0.08625,305.5
0.0875,295.8
0.08875,300.5
0.09,301.5
0.09125,301.3
0.0925,305.7
0.09375,301.9
0.095,305.4
0.09625,301.8
0.0975,302.7
0.09875,310.5
0.1,303.1
0.10125,300.5
0.1025,301.9
0.10375,301.7
0.105,301.6
0.10625,302.7
0.1075,310.1
0.10875,309.8
0.11,303.6
0.11125,302.4
0.1125,302.8
0.11375,304.9
0.115,303.9
0.11625,296.7
0.1175,300.5
0.11875,298.8
0.12,299.2
0.12125,304.0
0.1225,295.1
0.12375,321.7
0.125,311.6
