0.06375,88.5
0.065,78.3
0.06625,68.2
0.0675,72.8
0.06875,74.7
0.07,76.3
0.07125,72.7
0.0725,72.0
0.07375,76.7
0.075,76.3
0.07625,73.0
0.0775,67.7
0.07875,68.5
0.08,70.7
0.08125,69.2
0.0825,66.9
0.08375,66.5
0.085,69.1
0.08625,67.5
0.0875,67.5
0.08875,67.0
0.09,67.0
0.09125,69.9
0.0925,66.3
0.09375,69.5
0.095,69.6
0.09625,69.0
0.0975,70.8
0.09875,66.5
0.1,67.6
0.10125,67.0
0.1025,68.7
0.10375,65.4
0.105,67.9
0.10625,67.7
0.1075,67.9
0.10875,65.8
0.11,68.5
0.11125,68.3
0.1125,67.3
0.11375,67.5
0.115,68.3
0.11625,65.8
0.1175,67.6
0.11875,65.5
0.12,65.8
0.12125,68.4
0.1225,68.4
0.12375,68.6
0.125,64.9
