0.06375,85.6
0.065,76.8
0.06625,73.5
0.0675,79.6
0.06875,79.4
0.07,73.1
0.07125,71.2
0.0725,73.7
0.07375,70.5
0.075,68.2
0.07625,69.3
0.0775,68.2
0.07875,69.8
0.08,68.5
0.08125,71.6
0.0825,71.6
0.08375,69.5
0.085,69.9
0.08625,70.0
0.0875,70.0
0.08875,69.3
0.09,69.7
0.09125,69.7
0.0925,70.4
0.09375,68.0
0.095,69.5
0.09625,70.0
0.0975,69.8
0.09875,70.3
0.1,70.4
0.10125,69.7
0.1025,69.6
0.10375,70.2
0.105,70.3
0.10625,70.6
0.1075,69.3
0.10875,70.2
0.11,69.2
0.11125,71.2
0.1125,69.2
0.11375,69.1
0.115,69.7
0.11625,70.1
0.1175,69.8
0.11875,70.7
0.12,69.2
0.12125,70.2
0.1225,69.4
0.12375,68.3
0.125,68.8
