0.06375,88.3
0.065,44.9
0.06625,37.6
0.0675,35.3
0.06875,35.0
0.07,34.7
0.07125,34.5
0.0725,35.4
0.07375,34.6
0.075,34.5
0.07625,34.8
0.0775,34.5
0.07875,34.7
0.08,34.3
0.08125,34.3
0.0825,35.1
0.08375,35.3
0.085,34.8
0.08625,33.2
0.0875,32.9
0.08875,33.0
0.09,33.0
0.09125,33.1
0.0925,33.2
0.09375,33.0
0.095,34.2
0.09625,33.0
0.0975,33.3
0.09875,32.8
0.1,32.8
0.10125,32.8
0.1025,33.3
0.10375,33.1
0.105,33.2
0.10625,33.1
0.1075,33.0
0.10875,33.2
0.11,33.2
0.11125,33.2
0.1125,33.1
0.11375,32.8
0.115,32.9
0.11625,32.9
0.1175,33.1
0.11875,32.8
0.12,33.5
0.12125,32.5
0.1225,32.5
0.12375,32.8
0.125,32.9
