0.06375,48.1
0.065,39.3
0.06625,33.2
0.0675,32.8
0.06875,33.1
0.07,34.5
0.07125,34.1
0.0725,33.4
0.07375,33.3
0.075,32.8
0.07625,34.3
0.0775,34.5
0.07875,33.5
0.08,32.2
0.08125,31.0
0.0825,33.1
0.08375,32.2
0.085,31.6
0.08625,34.7
0.0875,32.8
0.08875,32.2
0.09,32.2
0.09125,32.7
0.0925,31.8
0.09375,32.1
0.095,32.7
0.09625,31.2
0.0975,32.6
0.09875,31.9
0.1,30.9
0.10125,32.5
0.1025,33.2
0.10375,33.8
0.105,31.9
0.10625,31.5
0.1075,31.6
0.10875,31.3
0.11,32.7
0.11125,32.2
0.1125,32.4
0.11375,31.6
0.115,32.2
0.11625,31.1
0.1175,32.2
0.11875,31.9
0.12,31.8
0.12125,32.5
0.1225,32.2
0.12375,32.0
0.125,30.4
