0.06375,58.3
0.065,58.0
0.06625,57.0
0.0675,57.8
0.06875,57.8
0.07,58.1
0.07125,58.0
0.0725,58.4
0.07375,58.4
0.075,58.9
0.07625,57.6
0.0775,58.4
0.07875,58.5
0.08,58.7
0.08125,59.1
0.0825,58.7
0.08375,58.3
0.085,58.5
0.08625,58.8
0.0875,58.0
0.08875,57.7
0.09,60.0
0.09125,56.9
0.0925,58.1
0.09375,57.4
0.095,57.7
0.09625,58.0
0.0975,58.5
0.09875,57.6
0.1,57.8
0.10125,58.9
0.1025,58.0
0.10375,57.4
0.105,57.8
0.10625,58.5
0.1075,58.6
0.10875,58.5
0.11,58.9
0.11125,58.2
0.1125,58.5
0.11375,56.6
0.115,58.8
0.11625,58.0
0.1175,57.0
0.11875,56.4
0.12,58.6
0.12125,57.3
0.1225,57.8
0.12375,58.3
0.125,63.8
