0.06375,37.6
0.065,33.5
0.06625,31.9
0.0675,30.9
0.06875,31.6
0.07,33.1
0.07125,33.9
0.0725,35.6
0.07375,34.8
0.075,33.1
0.07625,34.4
0.0775,36.2
0.07875,34.1
0.08,33.2
0.08125,34.7
0.0825,33.9
0.08375,34.4
0.085,32.5
0.08625,31.6
0.0875,33.1
0.08875,32.5
0.09,32.5
0.09125,33.9
0.0925,32.1
0.09375,31.8
0.095,33.1
0.09625,33.5
0.0975,33.2
0.09875,33.4
0.1,34.2
0.10125,33.6
0.1025,33.9
0.10375,33.7
0.105,33.2
0.10625,38.9
0.1075,33.3
0.10875,32.4
0.11,33.7
0.11125,32.4
0.1125,33.6
0.11375,32.1
0.115,32.9
0.11625,32.5
0.1175,32.7
0.11875,32.7
0.12,33.1
0.12125,31.7
0.1225,33.3
0.12375,31.2
0.125,32.6
