0.06375,246.6
0.065,243.0
0.06625,239.7
0.0675,241.2
0.06875,240.5
0.07,244.6
0.07125,244.1
0.0725,240.1
0.07375,241.5
0.075,244.4
0.07625,246.7
0.0775,241.7
0.07875,242.1
0.08,243.4
0.08125,242.6
0.0825,239.6
0.08375,242.3
0.085,241.5
0.08625,241.6
0.0875,240.6
0.08875,239.9
0.09,242.0
0.09125,244.7
0.0925,245.6
0.09375,237.5
0.095,243.7
0.09625,247.3
0.0975,242.6
0.09875,240.7
0.1,243.1
0.10125,243.9
0.1025,258.9
0.10375,259.3
0.105,246.7
0.10625,246.9
0.1075,248.4
0.10875,242.2
0.11,241.3
0.11125,252.4
0.1125,249.1
0.11375,249.9
0.115,247.5
0.11625,242.5
0.1175,242.3
0.11875,240.9
0.12,245.8
0.12125,245.0
0.1225,243.6
0.12375,240.5
0.125,237.6
