0.06375,119.6
0.065,119.3
0.06625,118.3
0.0675,120.3
0.06875,124.6
0.07,118.3
0.07125,128.2
0.0725,120.0
0.07375,120.6
0.075,118.9
0.07625,118.4
0.0775,117.9
0.07875,118.5
0.08,118.9
0.08125,119.0
0.0825,118.2
0.08375,121.9
0.085,118.0
0.08625,117.7
0.0875,119.1
0.08875,120.8
0.09,119.9
0.09125,118.8
0.0925,119.2
0.09375,117.6
0.095,118.6
0.09625,119.6
0.0975,117.9
0.09875,118.6
0.1,117.2
0.10125,117.6
0.1025,119.2
0.10375,118.2
0.105,118.9
0.10625,118.0
0.1075,117.7
0.10875,119.2
0.11,123.6
0.11125,122.5
0.1125,122.9
0.11375,120.0
0.115,122.0
0.11625,120.5
0.1175,119.3
0.11875,119.7
0.12,120.4
0.12125,118.9
0.1225,120.8
0.12375,119.3
0.125,118.5
