0.06375,150.1
0.065,148.3
0.06625,153.0
0.0675,146.3
0.06875,149.3
0.07,147.2
0.07125,148.9
0.0725,146.4
0.07375,145.0
0.075,145.3
0.07625,153.8
0.0775,152.7
0.07875,151.1
0.08,147.6
0.08125,145.5
0.0825,145.1
0.08375,147.9
0.085,148.8
0.08625,151.8
0.0875,146.0
0.08875,154.7
0.09,145.0
0.09125,148.4
0.0925,150.0
0.09375,152.1
0.095,151.9
0.09625,148.9
0.0975,157.4
0.09875,148.4
0.1,145.4
0.10125,146.7
0.1025,149.0
0.10375,145.7
0.105,144.9
0.10625,146.4
0.1075,146.8
0.10875,147.4
0.11,148.1
0.11125,146.4
0.1125,146.0
0.11375,147.9
0.115,148.8
0.11625,146.7
0.1175,147.0
0.11875,146.6
0.12,146.3
0.12125,147.5
0.1225,144.4
0.12375,149.5
0.125,149.1
